id|pmk|ano_do_artigo|titulo_do_artigo|issn
480|258|2019|histochemical characterization and connective fiber distribution of the cardiac outflow tract of pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|0720213X
481|258|2019|histochemical characterization and connective fiber distribution of the cardiac outflow tract of pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|1432234X
482|259|2018|histopathological evaluation of formalin toxicity in arapaima gigas (arapaimidae), the giant fish from amazon|16785150
483|259|2018|histopathological evaluation of formalin toxicity in arapaima gigas (arapaimidae), the giant fish from amazon|16785150
484|259|2018|histopathological evaluation of formalin toxicity in arapaima gigas (arapaimidae), the giant fish from amazon|16785150
485|260|2018|historias e memorias sobre a pesca do pirarucu no auati-parana: do barracao ao manejo comunitario|19846215
486|261|2009|immunocytochemical identification of adenohypophyseal cells in the pirarucu (arapaima gigas), an amazonian basal teleost|9201742
487|262|2009|immunocytochemical identification of adenohypophyseal cells in the pirarucu (arapaima gigas), an amazonian basal teleost.|9201742
488|263|2010|impact of ontogenetic changes in branchial morphology on gill function in arapaima gigas</i>|15222152
489|265|2013|implications for osmorespiratory compromise by anatomical remodeling in the gills of       arapaima gigas&lt;/i&gt;|19328486
490|264|2013|implications for osmorespiratory compromise by anatomical remodeling in the gills of <i>arapaima gigas</i>|19328486
491|264|2013|implications for osmorespiratory compromise by anatomical remodeling in the gills of <i>arapaima gigas</i>|19328486
492|266|2017|indicadores do manejo comunitario de pirarucu (arapaima spp.) no setor jaraua, reserva de desenvolvimento sustentavel mamiraua, amazonas, brasil|2249894X
493|267|2017|indicadores do manejo comunitario de pirarucu (arapaima spp.)no setor jaraua, reserva de desenvolvimento sustentavel mamiraua, amazonas, brasil|2249894X
494|268|2014|infeccion elevada de nilonema senticosum en adultos de arapaima gigas cultivados en la amazonia peruana|16099117
495|268|2014|infeccion elevada de nilonema senticosum en adultos de arapaima gigas cultivados en la amazonia peruana|16099117
496|269|2007|influence of diets supplemented with vitamin c and e on pirarucu (arapaima gigas) blood parameters|10956433
497|269|2007|influence of diets supplemented with vitamin c and e on pirarucu (arapaima gigas) blood parameters|10956433
498|270|2007|influence of diets supplemented with vitamins c and e on pirarucu (arapaima gigas) blood parameters|10956433
499|270|2007|influence of diets supplemented with vitamins c and e on pirarucu (arapaima gigas) blood parameters|10956433
500|270|2007|influence of diets supplemented with vitamins c and e on pirarucu (arapaima gigas) blood parameters|10956433
501|270|2007|influence of diets supplemented with vitamins c and e on pirarucu (arapaima gigas) blood parameters|10956433
502|270|2007|influence of diets supplemented with vitamins c and e on pirarucu (arapaima gigas) blood parameters|10956433
503|270|2006|influence of diets supplemented with vitamins c and e on pirarucu (arapaima gigas) blood parameters|0010406X
504|270|2006|influence of diets supplemented with vitamins c and e on pirarucu (arapaima gigas) blood parameters|10956433
505|271|2020|influence of grilling pretreatment and optimization of       sous vide</i>       processing parameters on the physicochemical and microbiological quality of pirarucu fillet|10820132
506|271|2020|influence of grilling pretreatment and optimization of sous vide</i> processing parameters on the physicochemical and microbiological quality of pirarucu fillet|10820132
507|272|2020|influence of stocking density on water quality and growth performance in production of juvenile pirarucu, arapaima gigas, in irrigation canals|25258761
508|272|2020|influence of stocking density on water quality and growth performance in production of juvenile pirarucu, arapaima gigas, in irrigation canals|25258761
509|272|2020|influence of stocking density on water quality and growth performance in production of juvenile pirarucu, arapaima gigas, in irrigation canals|25258761
510|273|2014|influences of amanian white and black waters on the hematological and biochemical plasma features of arapaima gigas (osteoglossiformes)|19347391
511|274|2014|influences of amazonian white and black waters influences on the hematological and biochemical plasma features of arapaima gigas (osteoglossiforme)|19347391
512|275|2014|influences of amazonian white and black waters on the hematological and biochemical plasma features of arapaima gigas (osteoglossiformes)|19347391
513|275|2014|influences of amazonian white and black waters on the hematological and biochemical plasma features of arapaima gigas (osteoglossiformes)|19347391
514|276|2017|influencia de metazoarios parasitas na morte de juvenis de arapaima gigas (schinz, 1822) criados em uma piscicultura na amazonia brasileira|15176770
515|276|2017|influencia de metazoarios parasitas na morte de juvenis de arapaima gigas (schinz, 1822) criados em uma piscicultura na amazonia brasileira|15176770
516|276|2017|influencia de metazoarios parasitas na morte de juvenis de arapaima gigas (schinz, 1822) criados em uma piscicultura na amazonia brasileira|15176770
517|277|2017|influencia de metazoarios parasitas na morte de juvenis de arapaima gigas (schinz, 1822) criados em uma piscicultura na amazonia brasileira.|15176770
518|279|2005|"influencia do periodo de alimentacao no consumo e ganho de peso do 
pirarucu"|0100204X
519|278|2005|influencia do periodo de alimentacao no consumo e ganho de peso do &amp;#10;pirarucu|0100204X
520|279|2005|influencia do periodo de alimentacao no consumo e ganho de peso do pirarucu|0100204X
521|279|2005|influencia do periodo de alimentacao no consumo e ganho de peso do pirarucu|0100204X
522|279|2005|influencia do periodo de alimentacao no consumo e ganho de peso do pirarucu|16783921
523|280|1993|influencia do sombreamento no desenvolvimento de mudas de louro pirarucu (licaria canela (meissn.) kosterm.).|445967
524|281|1993|influencia do sombreamento no desenvolvimento de mudas de louro pirarucu (licaria canella (meissn.) kosterm).|
525|282|2020|innate immune response of pirarucu improved with yeast-supplemented diets|23525134
526|282|2020|innate immune response of pirarucu improved with yeast-supplemented diets|23525134
527|282|2020|innate immune response of pirarucu improved with yeast-supplemented diets|23525134
528|282|2020|innate immune response of pirarucu improved with yeast-supplemented diets|23525134
529|282|2020|innate immune response of pirarucu improved with yeast-supplemented diets|23525134
530|283|1992|inositol pentaphosphate in erythrocytes on the amazon fish pirarucu (arapaima gigas).|84301
531|284|1992|inositol pentaphosphate in the erythrocytes of an amazon fish, the pirarucu (arapaima gigas)|84301
532|285|1992|inositol pentaphosphate in the erythrocytes of an amazonian fish, the pirarucu ( arapaima gigas</i> )|84301
533|286|1992|inositol pentaphosphate in the erythrocytes of an amazonian fish, the pirarucu (arapaima gigas)|84301
534|287|2016|integracao produtiva agroecologica: tecnologia social em sistema agroflorestal com cacaueiros e pirarucu (arapaima gigas)|22367934
535|288|2004|intensive rearing of juvenile pirarucu (arapaima gigas) in small volume cages|10415602
536|289|2020|is there a future for artisanal fishing in the amazon? the case of arapaima gigas|19898649
537|289|2020|is there a future for artisanal fishing in the amazon? the case of arapaima gigas|19898649
538|289|2020|is there a future for artisanal fishing in the amazon? the case of arapaima gigas|19898649
539|290|2013|isolation of the pituitary gonadotrophic &#945;-subunit hormone of the giant amazonian fish: pirarucu (arapaima gigas)|9201742
540|290|2012|isolation of the pituitary gonadotrophic &#945;-subunit hormone of the giant amazonian fish: pirarucu (arapaima gigas)|9201742
541|290|2012|isolation of the pituitary gonadotrophic &#945;-subunit hormone of the giant amazonian fish: pirarucu (arapaima gigas)|9201742
542|290|2012|isolation of the pituitary gonadotrophic &#945;-subunit hormone of the giant amazonian fish: pirarucu (arapaima gigas)|9201742
543|290|2012|isolation of the pituitary gonadotrophic &#945;-subunit hormone of the giant amazonian fish: pirarucu (arapaima gigas)|9201742
544|290|2012|isolation of the pituitary gonadotrophic &#945;-subunit hormone of the giant amazonian fish: pirarucu (arapaima gigas)|9201742
545|290|2012|isolation of the pituitary gonadotrophic &#945;-subunit hormone of the giant amazonian fish: pirarucu (arapaima gigas)|9201742
546|291|2008|lateral migration of arapaima gigas in floodplains of the amazon|9066691
547|292|2014|length-weight relationship and relative condition factor of arapaima gigas schinz, 1822 from extractive reserve of jurua river, amazonas, brazil|21795746
548|292|2014|length-weight relationship and relative condition factor of arapaima gigas schinz, 1822 from extractive reserve of jurua river, amazonas, brazil|21795746
549|292|2014|length-weight relationship and relative condition factor of arapaima gigas schinz, 1822 from extractive reserve of jurua river, amazonas, brazil|21795746
550|292|2014|length-weight relationship and relative condition factor of arapaima gigas schinz, 1822 from extractive reserve of jurua river, amazonas, brazil|21795746
551|292|2014|length-weight relationship and relative condition factor of arapaima gigas schinz, 1822 from extractive reserve of jurua river, amazonas, brazil|21795746
552|292|2014|length-weight relationship and relative condition factor of arapaima gigas schinz, 1822 from extractive reserve of jurua river, amazonas, brazil|21795746
553|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
554|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
555|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
556|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
557|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
558|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
559|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
560|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
561|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
562|293|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon|3781135
563|294|2016|lethal dose and clinical signs of aeromonas hydrophila in arapaima gigas (arapaimidae), the giant fish from amazon.|3781135
564|295|2008|light and scanning electron microscopy of henneguya arapaima n. sp. (myxozoa: myxobolidae) and histology of infected sites in pirarucu (arapaima gigas: pisces: arapaimidae) from the araguaia river, brazil|3044017
565|295|2008|light and scanning electron microscopy of henneguya arapaima n. sp. (myxozoa: myxobolidae) and histology of infected sites in pirarucu (arapaima gigas: pisces: arapaimidae) from the araguaia river, brazil|3044017
566|296|2008|light and scanning eletron microscopy of henneguya arapaima n. sp. (myxozoa: myxobolidae) and histology of infected sites in pirarucu (arapaima gigas: pisces: arapaimidae) from the araguaia river, brazil|3044017
567|297|2005|long-term loss of genetic diversity, and a bottleneck in arapaima gigas the largest fish of the amazon basin|9621083
568|298|2020|management of pirarucu (arapaima gigas, teleostei, osteoglossidae) in sustainable use units (suu) as a proposal for the restoration of aquatic ecosystems|2179975X
569|299|2020|management of pirarucu (arapaima gigas, teleostei, osteoglossidae) in sustainable use units as a proposal for the restoration of aquatic ecosystems|2179975X
570|299|2020|management of pirarucu (arapaima gigas, teleostei, osteoglossidae) in sustainable use units as a proposal for the restoration of aquatic ecosystems|2179975X
571|299|2020|management of pirarucu (arapaima gigas, teleostei, osteoglossidae) in sustainable use units as a proposal for the restoration of aquatic ecosystems|2179975X
572|300|2014|manejo de cultivo do pirarucu no centro de pesquisa em aquicultura rodolpho von ihering pentecoste - ce|0101756X
573|300|2014|manejo de cultivo do pirarucu no centro de pesquisa em aquicultura rodolpho von ihering pentecoste - ce|0101756X
574|301|2014|manejo de cultivo do pirarucu no centro de pesquisa em aquicultura rodolpho von ihering pentecoste &#45; ce|0101756X
575|302|2009|mapeamento do habitat do pirarucu (arapaima gigas) a partir da integracao de dados de sensoriamento remoto integrados em sig|10121617
576|302|2009|mapeamento do habitat do pirarucu (arapaima gigas) a partir da integracao de dados de sensoriamento remoto integrados em sig|10121617
577|303|2009|mapeamento do habitat do pirarucu (arapaima gigas) mapeamento do habitat do pirarucu (arapaima gigas) em sig. goias (go)-brasil|10121617
578|304|2020|medicoes morfometricas aplicadas na avaliacao do peso corporal de pirarucus (arapaima gigas)|19821131
579|305|1999|mercury accumulation in the pirarucu arapaima gigas (cuvier, 1929) in the lower amazonian varzea|772232
580|306|1999|mercury accumulation in the pirarucu arapaima gigas cuvier (1829) in the lower amazonian varzea|772232
581|308|2007|metazoarios parasitos de paiches adultos arapaima gigas (osteoglossiformes: arapaimidae) cultivados em la amazonia peruana|10185673
582|307|2007|metazoarios parasitos de paiches adultos, arapaima gigas (osteoglossiformes: arapaimidae), cultivados en la amazonia peruana|24101184
583|307|2007|metazoarios parasitos de paiches adultos, arapaima gigas (osteoglossiformes: arapaimidae), cultivados en la amazonia peruana|10185674
584|309|2018|methods for quantifying eggs and oviposition rate of dawestrema cycloancistrium (monogenea: dactylogyridae), monogenean parasite of arapaima gigas (teleostei: osteoglossidae)|0022149X
585|309|2018|methods for quantifying eggs and oviposition rate of dawestrema cycloancistrium (monogenea: dactylogyridae), monogenean parasite of arapaima gigas (teleostei: osteoglossidae)|0022149X
586|310|2005|modelagem conceitual para um sistema de informacoes geograficas como oportunidade na preservacao do peixe pirarucu|16799860
587|311|2017|molecular and functional characterization of a fads2 orthologue in the amazonian teleost, arapaima gigas|10964959
588|311|2017|molecular and functional characterization of a fads2 orthologue in the amazonian teleost, arapaima gigas|10964959
589|313|2017|molecular cloning and characterization of pirarucu (arapaima gigas) follicle-stimulating hormone and luteinizing hormone &#946;-subunit cdnas|19326203
590|313|2017|molecular cloning and characterization of pirarucu (arapaima gigas) follicle-stimulating hormone and luteinizing hormone &#946;-subunit cdnas|19326203
591|313|2017|molecular cloning and characterization of pirarucu (arapaima gigas) follicle-stimulating hormone and luteinizing hormone &#946;-subunit cdnas|19326203
592|313|2017|molecular cloning and characterization of pirarucu (arapaima gigas) follicle-stimulating hormone and luteinizing hormone &#946;-subunit cdnas|19326203
593|314|2017|molecular cloning and characterization of pirarucu (arapaima gigas) follicle-stimulating hormone and luteinizing hormone beta-subunit cdnas|19326203
594|312|2015|molecular cloning, characterization and phylogenetic analysis of pirarucu (arapaima gigas) fsh and lh &#946;-subunits|1681656
595|315|1991|monogeneos parasitos del paiche arapaima gigas (c.) y del turushuqui oxydoras niger (v.) en la amazonia peruana|
596|316|1999|morfologia da bexiga natatoria do pirarucu (arapaia gigas)(cuvier)(osteoglossidae, actinopterigii)|15163725
597|317|1999|morfologia da bexiga natatoria do pirarucu (arapaima gigas) (cuvier) (actinopterigii, osteoglossidade)|15163725
598|318|1999|morfologia da bexiga natatoria do pirarucu arapaima gigas cuvier (actinopterigii, osteoglosidae)|15163725
599|319|1999|morfologia da bexiga natatoria do pirarucu arapaima gigas cuvier (actinopterigii, osteoglossidae|
600|320|2008|morfologia e crescimento do musculo estriado esqueletico no pirarucu &amp;lt;em&amp;gt;arapaima gigas&amp;lt;/em&amp;gt; cuvier, 1817 (teleostei, arapaimidae)|1807863X
601|321|2008|morfologia e crescimento do musculo estriado esqueletico no pirarucu arapaima gigas|16799283
602|322|2008|morfologia e crescimento do musculo estriado esqueletico no pirarucu arapaima gigas cuvier, 1817 (teleostei, arapaimidae)|1807863X
603|322|2008|morfologia e crescimento do musculo estriado esqueletico no pirarucu arapaima gigas cuvier, 1817 (teleostei, arapaimidae)|16799283
604|322|2008|morfologia e crescimento do musculo estriado esqueletico no pirarucu arapaima gigas cuvier, 1817 (teleostei, arapaimidae)|16799283
605|323|2018|morphofunctional description of mucous cells in the gills of the arapaimidae <i>arapaima gigas</i> (cuvier) during its development|3402096
606|323|2018|morphofunctional description of mucous cells in the gills of the arapaimidae <i>arapaima gigas</i> (cuvier) during its development|3402096
607|324|2018|morphofunctional description of mucous cells in the gills of the arapaimidae arapaima gigas&lt;/i&gt; (cuvier) during its development|3402096
608|325|2013|morphological and histological data on the structure of the basibranchial toothplate of arapaima gigas (osteoglossidae; teleostei)|3990974
609|326|2013|morphological and histological data on the structure of the lingual toothplate of arapaima gigas (osteoglossidae; teleostei)|3990974
610|327|2020|morphological characterization of pirarucu              (schinz, 1822) gonadal differentiation|3622525
611|328|2020|morphological characterization of pirarucu <i>arapaima gigas</i> (schinz, 1822) gonadal differentiation|3622525
612|329|2020|morphological characterization of pirarucu <scp> <i>arapaima gigas</i> </scp> (schinz, 1822) gonadal differentiation|10974687
613|330|2013|morphology and expression of genes related to skeletal muscle growth in juveniles of pirarucu (arapaima gigas, arapaimatidae, teleostei)|18078672
614|331|2013|morphology and expression of genes related to skeletal muscle growth in juveniles of pirarucu (arapaima gigas&lt;/i&gt;, arapaimatidae, teleostei)&lt;/b&gt; - doi: 10.4025/actascianimsci.v35i3.18219|18078672
615|332|2013|morphology and expression of genes related to skeletal muscle growth in juveniles of pirarucu (arapaima gigas</i>, arapaimatidae, teleostei)</b> - doi: 10.4025/actascianimsci.v35i3.18219|18078672
616|333|2017|morphology and histology of the pirarucu (arapaima gigas) digestive tract|7179367
617|333|2017|morphology and histology of the pirarucu (arapaima gigas) digestive tract|7179502
618|334|2008|morphology and skeletal muscle growth in pirarucu (arapaima gigas cuvier 1817)|16799283
619|335|2018|morphometric measurements applied in the evaluation of arapaima gigas body components|448486
620|335|2018|morphometric measurements applied in the evaluation of arapaima gigas body components|448486
621|335|2018|morphometric measurements applied in the evaluation of arapaima gigas body components|448486
622|335|2018|morphometric measurements applied in the evaluation of arapaima gigas body components|448486
623|335|2018|morphometric measurements applied in the evaluation of arapaima gigas body components|448486
624|336|2012|morphometric partitioning of the respiratory surface area and diffusion capacity of the gills and swim bladder in juvenile amazonian air-breathing fish, arapaima gigas|9684328
625|336|2012|morphometric partitioning of the respiratory surface area and diffusion capacity of the gills and swim bladder in juvenile amazonian air-breathing fish, arapaima gigas|9684328
626|336|2012|morphometric partitioning of the respiratory surface area and diffusion capacity of the gills and swim bladder in juvenile amazonian air-breathing fish, arapaima gigas|9684328
627|337|1999|morphometric relationships and indirect determination of the length frequency structure of the pirarucu, arapaima gigas (cuvier) in brazilian amazonia|0969997X
628|338|1998|morphometrics relationships and indirect determination of the length frequency structure of the pirarucu arapaima gigas (cuvier) in brazilan amazonia.|0969997X
629|339|2017|mortalidade de juvenis de arapaima gigas (pisces: arapaimidae) de piscicultura do norte do brasil causadas por hystherothylacium sp. e goezia spinulosa (nematoda: anisakidae)|21795746
630|340|2017|necessidade de proteina digestivel para juvenis de pirarucu (arapaima gigas) criados em aquicultura ao ar livre|19169760
631|341|1984|neotropical monogenea. 7. parasites of the pirarucu, arapaima gigas (cuvier), with descriptions of two new species and redescription of dawestrema cycloancistrium price & nowlin, 1967 (dactylogyri- dae, ancyrocephalinae).|0006324X
632|342|1985|neotropical monogenea. 7. parasites of the pirarucu, arapaima gigas (cuvier), with descriptions of two new species and redescription of dawestrema cycloancistrium price and nowlin, 1967 (dactylogyridae, ancyrocephalinae).|
633|343|2008|nesting habitat of arapaima gigas (schinz) in amazonian floodplains|221112
634|344|2008|net ion fluxes in the facultative air-breather hoplosternum littorale (tamoata) and the obligate air-breather arapaima gigas (pirarucu) exposed to different amazonian waters|9201742
635|344|2008|net ion fluxes in the facultative air-breather hoplosternum littorale (tamoata) and the obligate air-breather arapaima gigas (pirarucu) exposed to different amazonian waters|9201742
636|344|2008|net ion fluxes in the facultative air-breather hoplosternum littorale (tamoata) and the obligate air-breather arapaima gigas (pirarucu) exposed to different amazonian waters|9201742
637|345|2008|net ion fluxes in the facultative air-breather hoplosternum littorale (tamoata) and the obligate air-breather arapaima gigas (pirarucu) exposed to different amazonian waters.|9201742
638|346|2008|net ion fluxes in the facultative air-breather hoplosternun littorale (tamoata) and the obligate air-breather arapaima gigas (pirarucu) exposed to different amazonian waters|9201742
639|347|2005|niveis de proteina bruta em juvenis de pirarucu|
640|348|2005|niveis de proteina bruta para juvenis de pirarucu|0100204X
641|348|2005|niveis de proteina bruta para juvenis de pirarucu|0100204X
642|348|2005|niveis de proteina bruta para juvenis de pirarucu|0100204X
643|348|2005|niveis de proteina bruta para juvenis de pirarucu|16783921
644|349|2017|nutritional and lipid profiles of the dorsal and ventral muscles of wild pirarucu|0100204X
645|349|2017|nutritional and lipid profiles of the dorsal and ventral muscles of wild pirarucu|0100204X
646|349|2017|nutritional and lipid profiles of the dorsal and ventral muscles of wild pirarucu|0100204X
647|349|2017|nutritional and lipid profiles of the dorsal and ventral muscles of wild pirarucu|0100204X
648|349|2017|nutritional and lipid profiles of the dorsal and ventral muscles of wild pirarucu|0100204X
649|349|2017|nutritional and lipid profiles of the dorsal and ventral muscles of wild pirarucu|0100204X
650|350|2020|o debate sobre a tecnologia social na amazonia: a experiencia do manejo participativo do pirarucu|25254812
651|350|2020|o debate sobre a tecnologia social na amazonia: a experiencia do manejo participativo do pirarucu|25254812
652|351|2005|o efeito genotoxico da radiacao uvr sobre o pirarucu, arapaima gigas e o tambaqui, colossoma macropomum|1415757
653|352|2007|o gigante da amazonia: perspectivas para o aumento da oferta de juvenis de pirarucu|15191141
654|353|2018|o incentivo a pesca comercial de arapaima gigas (pirarucu) do rio araguaia (brasil central) na revista -a informacao goyana- (1917-1935)|21782547
655|353|2018|o incentivo a pesca comercial de arapaima gigas (pirarucu) do rio araguaia (brasil central) na revista -a informacao goyana- (1917-1935)|21782547
656|354|2018|o manejo do pirarucu (arapaima gigas) na reserva extrativista do baixo jurua: valoracao do pescado e do conhecimento tradicional|25254812
657|354|2018|o manejo do pirarucu (arapaima gigas) na reserva extrativista do baixo jurua: valoracao do pescado e do conhecimento tradicional|22387641
658|355|2017|o mapeamento de uma cadeia extrativista na amazonia: arapaima gigas em reservas de desenvolvimento sustentavel|1981982X
659|355|2017|o mapeamento de uma cadeia extrativista na amazonia: arapaima gigas em reservas de desenvolvimento sustentavel|1981982X
660|356|2018|o vento e o arpao ou as regras do jogo: a pesca artesanal do pirarucu na ilha de sao miguel, santarem-pa|25943987
661|357|2019|ontogeny of the digestive tract of arapaima gigas</i> (schinz, 1822) (osteoglossiformes: arapaimidae) larvae|8938849
662|357|2018|ontogeny of the digestive tract of arapaima gigas</i> (schinz, 1822) (osteoglossiformes: arapaimidae) larvae|8938849
663|358|2019|ostracoda impairs growth and survival of arapaima gigas larvae|448486
664|358|2019|ostracoda impairs growth and survival of arapaima gigas larvae|448486
665|359|2013|parasitic infections in juveniles of arapaima gigas (schinz, 1822) cultivated in the peruvian amazon|435163
666|359|2013|parasitic infections in juveniles of arapaima gigas (schinz, 1822) cultivated in the peruvian amazon|22990631
667|360|2009|parasitic infections in pirarucu fry, arapaima gibas shinz, 1822 (arapaimidae) kept in a semi-intensive fish farm in central amazon, brazil|3725480
668|361|2009|parasitic infections in pirarucu fry, arapaima gigas schinz, 1822 (arapaimatidae) kept in a semi-intensive fish farm in central amazon, brazil|3725480
669|361|2009|parasitic infections in pirarucu fry, arapaima gigas schinz, 1822 (arapaimatidae) kept in a semi-intensive fish farm in central amazon, brazil|3725480
670|362|2009|parasitic infections in pirarucu fry, arapaima gigas schinz, 1822 (arapaimatidae) kept in semi-intensive fish farm in central amazon, brazil|3725480
671|362|2009|parasitic infections in pirarucu fry, arapaima gigas schinz, 1822 (arapaimatidae) kept in semi-intensive fish farm in central amazon, brazil|3725480
672|363|2009|parasitic infections in pirarucu fry, arapaima gigas schinz, 1822 (arapaimidae) kept in a semi-intensive fish farm central amazon, brasil.|3725480
673|364|2019|percepcao: articulacao do peixe pirarucu (araipaima gigas) a discussao ambiental e ao ensino de ciencias|22370315
674|365|2019|percepcao: articulacao do peixe pirarucu (araipama gigas) a discussao ambiental|22370315
675|366|2014|perfil socioeconomico do criador de pirarucu (arapaima gigas) no estado de tocantins|21795649
676|366|2014|perfil socioeconomico do criador de pirarucu (arapaima gigas) no estado de tocantins|21795649
677|367|2015|periodos de condicionamento alimentar de juvenis de pirarucu na transicao da alimentacao de racao umida para seca|16783921
678|367|2015|periodos de condicionamento alimentar de juvenis de pirarucu na transicao da alimentacao de racao umida para seca|16783921
679|367|2015|periodos de condicionamento alimentar de juvenis de pirarucu na transicao da alimentacao de racao umida para seca|16783921
680|368|2018|physicochemical and sensory characterization of three different portions from commercial pirarucu (arapaima gigas) fillets|19816723
681|368|2018|physicochemical and sensory characterization of three different portions from commercial pirarucu (arapaima gigas) fillets|19816723
682|368|2018|physicochemical and sensory characterization of three different portions from commercial pirarucu (arapaima gigas) fillets|19816723
683|369|2019|physiological and functional aspects of metal-binding protein associated with mercury in theliver tissueofpirarucu (arapaima gigas) from the brazilian amazon|456535
684|369|2019|physiological and functional aspects of metal-binding protein associated with mercury in theliver tissueofpirarucu (arapaima gigas) from the brazilian amazon|456535
685|369|2019|physiological and functional aspects of metal-binding protein associated with mercury in theliver tissueofpirarucu (arapaima gigas) from the brazilian amazon|456535
686|370|2007|physiological responses of pirarucu (arapaima gigas) to acute handling stress|445967
687|371|2004|pirarucu - o gigante esquecido|15191141
688|372|1990|pirarucu - o gigante vermelho das aguas amazonicas|1018515
689|373|2018|pirarucu by-product acid silage meal in diets for commercial laying hens|18069061
690|373|2018|pirarucu by-product acid silage meal in diets for commercial laying hens|1516635X
691|373|2018|pirarucu by-product acid silage meal in diets for commercial laying hens|18069061
692|373|2018|pirarucu by-product acid silage meal in diets for commercial laying hens|1516635X
693|374|2015|pirarucu culture in the brazilian amazon: fledgling industry faces technological issues|15408906
694|375|2007|pirarucu growth under different feeding regimes|9676120
695|375|2007|pirarucu growth under different feeding regimes|9676120
696|375|2007|pirarucu growth under different feeding regimes|9676120
697|375|2007|pirarucu growth under different feeding regimes|9676120
698|375|2006|pirarucu growth under different feeding regimes|9676120
699|375|2006|pirarucu growth under different feeding regimes|9676120
700|376|1990|pirarucu o gigante das aguas amazonicas|1018515
701|377|2004|pirarucu o gigante esquecido|15191141
702|378|2008|pirarucu o peixe gigante|15191141
703|379|2003|pirarucu production - advances in central amazon, brazil|15408906
704|379|2003|pirarucu production - advances in central amazon, brazil|15408906
705|380|2017|pirarucu salgado seco|23181400
706|381|2014|pirarucu: a identificacao do sexo via puncao abdominal.|15191141
707|382|2020|pirarucu: from its origins to commercial breeding|25258761
708|382|2020|pirarucu: from its origins to commercial breeding|25258761
709|383|2006|pirarucu: o manejo e selecao de reprodutores e matrizes nas instalacoes do dnocs.|15191141
710|384|2014|piscicultura pirarucu: estudo das macrofitas aquaticas|19827857
711|385|2004|pond culture of arapaima gigas cuvier in the peruvian amazon|
712|386|2010|population dynamics modeling of arapaima gigas|445967
713|386|2010|population dynamics modeling of arapaima gigas|445967
714|386|2010|population dynamics modeling of arapaima gigas|445967
715|387|2005|population genetic analysis of arapaima gigas, one of the largest freshwater fishes of the amazon basin: implications for its conservation|13679430
716|387|2005|population genetic analysis of arapaima gigas, one of the largest freshwater fishes of the amazon basin: implications for its conservation|13679430
717|387|2005|population genetic analysis of arapaima gigas, one of the largest freshwater fishes of the amazon basin: implications for its conservation|13679430
718|388|2005|population genetic analysis of arapaima gigas, one of the largest freswater fishes of the amazon basin: implications for its conservation|13679430
719|389|2005|population genetics of arapaima gigas, one of the biggest freshwater fishes the amazon basin: implications for its conservation|13679430
720|390|2019|population recovery, seasonal site fidelity, and daily activity of pirarucu ( <i>arapaima</i> spp.) in an amazonian floodplain mosaic|13652427
721|391|2019|population recovery, seasonal site fidelity, and daily activity of pirarucu ( arapaima</i> spp.) in an amazonian floodplain mosaic|465070
722|392|2019|population recovery, seasonal site fidelity, and daily activity of pirarucu ( spp.) in an amazonian floodplain mosaic|465070
723|393|2001|potencial de criacao de pirarucu, arapaima gigas, em cativeiro|445967
724|394|2002|potential for cage culture of pirarucu (arapaima gigas) in the amazon region|15408906
725|395|2013|preliminary studies on the optimum feeding rate for pirarucu <i>arapaima gigas</i> juveniles reared in floating cages|19275773
726|396|2013|preliminary studies on the optimum feeding rate for pirarucu arapaima gigas juveniles reared in floating cages|1573143X
727|396|2013|preliminary studies on the optimum feeding rate for pirarucu arapaima gigas juveniles reared in floating cages|19275773
728|396|2013|preliminary studies on the optimum feeding rate for pirarucu arapaima gigas juveniles reared in floating cages|20069839
729|396|2013|preliminary studies on the optimum feeding rate for pirarucu arapaima gigas juveniles reared in floating cages|19275773
730|396|2013|preliminary studies on the optimum feeding rate for pirarucu arapaima gigas juveniles reared in floating cages|19275773
731|397|2012|presenca de bacterias indicadoras de condicoes higenico-sanitarias e de patogenos em pirarucu (arapima gigas shing, 1822) salgado e seco comercializado em supermercados e feiras da cidade de belem, para|14130130
